Country Name,Year,Literacy Rate,,,,,,
Mauritania,2020,59.52999878,,,,,,
Sub-Saharan Africa (excluding high income),2020,67.87999725,,,,,,
Small states,2020,87.58000183,,,,,,
Brazil,2020,94.74441143,,,,,,
East Asia & Pacific (IDA & IBRD countries),2020,96.26999664,,,,,,
Armenia,2020,99.79000092,,,,,,
Late-demographic dividend,2020,96.36000061,,,,,,
Upper middle income,2020,95.73000336,,,,,,
Argentina,2020,99.13999939,,,,,,
Low income,2020,61.88000107,,,,,,
Uruguay,2020,98.95961981,,,,,,
Arab World,2020,77.55999756,,,,,,
Burundi,2020,71.33747897,,,,,,
Low & middle income,2020,84.72000122,,,,,,
Africa Western and Central,2020,60.25,,,,,,
Afghanistan,2020,36.01496503,,,,,,
Sri Lanka,2020,92.37999725,,,,,,
World,2020,86.98000336,,,,,,
Africa Eastern and Southern,2020,72.98000336,,,,,,
Lower middle income,2020,76.04000092,,,,,,
Zambia,2020,81.75300874,,,,,,
Vanuatu,2020,89.79309939,,,,,,
Dominican Republic,2020,93.69263721,,,,,,
Tanzania,2020,82.23610192,,,,,,
Bangladesh,2020,74.91000366,,,,,,
Cambodia,2020,82.55104308,,,,,,
Europe & Central Asia (IDA & IBRD countries),2020,99.29000092,,,,,,
Colombia,2020,95.63999939,,,,,,
Kiribati,2020,98.60798164,,,,,,
"Congo, Dem. Rep.",2020,65.68287443,,,,,,
Mexico,2020,95.25,,,,,,
China,2020,96.73999786,,,,,,
Least developed countries: UN classification,2020,66.44999695,,,,,,
Kuwait,2020,96.45999908,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2020,94.23000336,,,,,,
Central Europe and the Baltics,2020,99.44999695,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2020,73.44999695,,,,,,
South Asia (IDA & IBRD),2020,75.23999786,,,,,,
Bolivia,2020,93.84999847,,,,,,
Latin America & Caribbean,2020,94.33000183,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2020,67.88999939,,,,,,
Latin America & Caribbean (excluding high income),2020,94.05000305,,,,,,
Europe & Central Asia (excluding high income),2020,98.83000183,,,,,,
Middle income,2020,86.75,,,,,,
IBRD only,2020,89.63999939,,,,,,
Philippines,2020,98.47000122,,,,,,
Georgia,2020,99.89306621,,,,,,
Peru,2020,94.5,,,,,,
Indonesia,2020,96,,,,,,
El Salvador,2020,89.98000336,,,,,,
Malawi,2020,70.15000153,,,,,,
Europe & Central Asia,2020,98.61000061,,,,,,
North America,2020,98.76999664,,,,,,
South Asia,2020,75.23999786,,,,,,
IDA blend,2020,67.87000275,,,,,,
OECD members,2020,97.20999908,,,,,,
Ecuador,2020,93.62999725,,,,,,
IDA total,2020,68.48000336,,,,,,
High income,2020,97.70999908,,,,,,
Palau,2020,99.84480813,,,,,,
Guyana,2020,85.63999939,,,,,,
Paraguay,2020,94.54000092,,,,,,
Fragile and conflict affected situations,2020,67.11000061,,,,,,
Other small states,2020,86.55000305,,,,,,
Spain,2020,98.58999634,,,,,,
Singapore,2020,97.12999725,,,,,,
Saudi Arabia,2020,97.58999634,,,,,,
Heavily indebted poor countries (HIPC),2020,64.95999908,,,,,,
IDA & IBRD total,2020,84.88999939,,,,,,
Rwanda,2020,80.05000305,,,,,,
India,2020,75.52706295,,,,,,
IDA only,2020,69.30000305,,,,,,
West Bank and Gaza,2020,97.51000214,,,,,,
Pre-demographic dividend,2020,66.16000366,,,,,,
Oman,2020,96.90000153,,,,,,
East Asia & Pacific (IDA & IBRD countries),2021,96.41000366,,,,,,
"Egypt, Arab Rep.",2021,82.08038582,,,,,,
IBRD only,2021,89.86000061,,,,,,
Middle income,2021,86.98999786,,,,,,
Central Europe and the Baltics,2021,99.47000122,,,,,,
Benin,2021,43.83000183,,,,,,
Africa Eastern and Southern,2021,72.72000122,,,,,,
Latin America & Caribbean,2021,94.5,,,,,,
West Bank and Gaza,2021,97.68400009,,,,,,
Dominican Republic,2021,93.73097144,,,,,,
Least developed countries: UN classification,2021,67.02999878,,,,,,
Afghanistan,2021,37.27000046,,,,,,
Turkiye,2021,97.26000214,,,,,,
Europe & Central Asia (IDA & IBRD countries),2021,99.30999756,,,,,,
IDA blend,2021,68.20999908,,,,,,
Bangladesh,2021,76.36000061,,,,,,
Spain,2021,99.69999695,,,,,,
Cote d'Ivoire,2021,50,,,,,,
Cambodia,2021,71.93000031,,,,,,
IDA only,2021,69.80000305,,,,,,
South Asia,2021,76.05999756,,,,,,
Nigeria,2021,63.15999985,,,,,,
Colombia,2021,95.66065003,,,,,,
"Gambia, The",2021,51.63999939,,,,,,
Ghana,2021,76.48999786,,,,,,
Tunisia,2021,83.68000031,,,,,,
Madagascar,2021,74.69000244,,,,,,
World,2021,87.16999817,,,,,,
Ethiopia,2021,54.88536995,,,,,,
North America,2021,98.79000092,,,,,,
Mexico,2021,95.68909813,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2021,67.83999634,,,,,,
Burkina Faso,2021,36.97000122,,,,,,
Marshall Islands,2021,95.76293024,,,,,,
Comoros,2021,75.62019802,,,,,,
Uganda,2021,79.04765407,,,,,,
Singapore,2021,97.65000153,,,,,,
El Salvador,2021,89.05864863,,,,,,
United Arab Emirates,2021,98.12999725,,,,,,
Latin America & Caribbean (excluding high income),2021,94.23999786,,,,,,
Low & middle income,2021,84.93000031,,,,,,
Russian Federation,2021,99.93000031,,,,,,
Arab World,2021,77.87000275,,,,,,
Mauritius,2021,92.98002133,,,,,,
Mongolia,2021,99.2143569,,,,,,
Pre-demographic dividend,2021,66.55000305,,,,,,
Low income,2021,62.33000183,,,,,,
East Asia & Pacific,2021,96.22000122,,,,,,
Brazil,2021,94.77261709,,,,,,
IDA & IBRD total,2021,85.09999847,,,,,,
Panama,2021,96.21191001,,,,,,
Sri Lanka,2021,92.43000031,,,,,,
Sub-Saharan Africa (excluding high income),2021,67.83000183,,,,,,
India,2021,76.05966174,,,,,,
IDA total,2021,68.94000244,,,,,,
Uzbekistan,2021,100,,,,,,
Zambia,2021,79.94946219,,,,,,
Heavily indebted poor countries (HIPC),2021,65.41999817,,,,,,
Iraq,2021,84.06489417,,,,,,
Gabon,2021,88.86000061,,,,,,
Sub-Saharan Africa,2021,67.83999634,,,,,,
Pakistan,2021,58.86000061,,,,,,
Fragile and conflict affected situations,2021,67.19000244,,,,,,
Syrian Arab Republic,2021,94.41999817,,,,,,
Africa Western and Central,2021,60.50999832,,,,,,
East Asia & Pacific (excluding high income),2021,96.44999695,,,,,,
South Asia (IDA & IBRD),2021,76.05999756,,,,,,
Ecuador,2021,94.48000336,,,,,,
Late-demographic dividend,2021,96.48000336,,,,,,
Europe & Central Asia (excluding high income),2021,98.87000275,,,,,,
South Africa,2021,90,,,,,,
Small states,2021,87.70999908,,,,,,
Nauru,2021,94.6337926,,,,,,
Georgia,2021,99.91808421,,,,,,
"Iran, Islamic Rep.",2021,88.4555945,,,,,,
Lower middle income,2021,76.65000153,,,,,,
Other small states,2021,86.73000336,,,,,,
Europe & Central Asia,2021,98.73999786,,,,,,
Upper middle income,2021,95.76000214,,,,,,
Early-demographic dividend,2021,80.70999908,,,,,,
Romania,2021,99.16000366,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2021,73.91999817,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2021,94.41000366,,,,,,
South Asia (IDA & IBRD),2022,76.90000153,,,,,,
Brazil,2022,94.37686616,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2022,74.51999664,,,,,,
Georgia,2022,99.56999969,,,,,,
Papua New Guinea,2022,87.00468905,,,,,,
West Bank and Gaza,2022,97.83999634,,,,,,
Uzbekistan,2022,100,,,,,,
Low & middle income,2022,85.22000122,,,,,,
Uruguay,2022,98.84999847,,,,,,
Other small states,2022,86.86000061,,,,,,
Low income,2022,62.77000046,,,,,,
Arab World,2022,78.26999664,,,,,,
Pre-demographic dividend,2022,66.98999786,,,,,,
United Arab Emirates,2022,98.29000092,,,,,,
Heavily indebted poor countries (HIPC),2022,65.87000275,,,,,,
Africa Western and Central,2022,60.77999878,,,,,,
Upper middle income,2022,95.91000366,,,,,,
Viet Nam,2022,96.12999725,,,,,,
Honduras,2022,88.21927896,,,,,,
IDA total,2022,69.36000061,,,,,,
Armenia,2022,99.81999969,,,,,,
Late-demographic dividend,2022,96.61000061,,,,,,
Least developed countries: UN classification,2022,67.55000305,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2022,68.15000153,,,,,,
IDA & IBRD total,2022,85.37999725,,,,,,
Bahrain,2022,97.87000275,,,,,,
Bangladesh,2022,79,,,,,,
Oman,2022,97.33999634,,,,,,
IDA blend,2022,68.54000092,,,,,,
Belize,2022,87.87999725,,,,,,
Latin America & Caribbean,2022,94.68000031,,,,,,
Burkina Faso,2022,40.91999817,,,,,,
Benin,2022,51.38000107,,,,,,
Guatemala,2022,83.02999878,,,,,,
Bhutan,2022,64.91000366,,,,,,
Tuvalu,2022,100,,,,,,
Tanzania,2022,78.20999908,,,,,,
Guinea-Bissau,2022,63.93000031,,,,,,
Europe & Central Asia (excluding high income),2022,98.91000366,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2022,94.59999847,,,,,,
Eswatini,2022,90.75,,,,,,
South Asia,2022,76.90000153,,,,,,
Serbia,2022,99.33999634,,,,,,
World,2022,87.38999939,,,,,,
Mongolia,2022,98.73000336,,,,,,
"Somalia, Fed. Rep.",2022,54.11999893,,,,,,
San Marino,2022,99.91000366,,,,,,
Togo,2022,72.59999847,,,,,,
Middle income,2022,87.30000305,,,,,,
Ethiopia,2022,60.45999908,,,,,,
Ecuador,2022,96.26000214,,,,,,
"Iran, Islamic Rep.",2022,88.59422972,,,,,,
El Salvador,2022,89.35371516,,,,,,
Small states,2022,87.83000183,,,,,,
Europe & Central Asia (IDA & IBRD countries),2022,99.33000183,,,,,,
North America,2022,98.79000092,,,,,,
Colombia,2022,95.31030793,,,,,,
IDA only,2022,70.23999786,,,,,,
East Asia & Pacific (IDA & IBRD countries),2022,96.55000305,,,,,,
Early-demographic dividend,2022,81.23999786,,,,,,
Africa Eastern and Southern,2022,73.05999756,,,,,,
"Egypt, Arab Rep.",2022,79.45316195,,,,,,
Europe & Central Asia,2022,98.75,,,,,,
Sub-Saharan Africa,2022,68.15000153,,,,,,
Thailand,2022,91.09999847,,,,,,
East Asia & Pacific,2022,96.36000061,,,,,,
Turkmenistan,2022,99.90000153,,,,,,
Rwanda,2022,78.76000214,,,,,,
India,2022,76.31999969,,,,,,
Malaysia,2022,95.76999664,,,,,,
Mexico,2022,95.12000275,,,,,,
IBRD only,2022,90.16999817,,,,,,
Sub-Saharan Africa (excluding high income),2022,68.15000153,,,,,,
Mozambique,2022,61.66534417,,,,,,
Latin America & Caribbean (excluding high income),2022,94.43000031,,,,,,
Fragile and conflict affected situations,2022,67.31999969,,,,,,
East Asia & Pacific (excluding high income),2022,96.58999634,,,,,,
Zambia,2022,79.98414797,,,,,,
Dominican Republic,2022,93.70223756,,,,,,
Lower middle income,2022,77.26000214,,,,,,
Niger,2022,35.61000061,,,,,,
Sri Lanka,2022,92.48999786,,,,,,
Central Europe and the Baltics,2022,99.48000336,,,,,,
Timor-Leste,2022,69.40000153,,,,,,
Uganda,2023,80.51000214,,,,,,
Europe & Central Asia,2023,98.76999664,,,,,,
IDA total,2023,69.73000336,,,,,,
Late-demographic dividend,2023,96.73000336,,,,,,
East Asia & Pacific (excluding high income),2023,96.72000122,,,,,,
Armenia,2023,99.83999634,,,,,,
Small states,2023,87.93000031,,,,,,
Vanuatu,2023,87.95999908,,,,,,
Honduras,2023,87.08999634,,,,,,
El Salvador,2023,89.84999847,,,,,,
Heavily indebted poor countries (HIPC),2023,66.30000305,,,,,,
Europe & Central Asia (excluding high income),2023,98.95999908,,,,,,
India,2023,81.69999695,,,,,,
Angola,2023,68.18000031,,,,,,
Low income,2023,63.20999908,,,,,,
Other small states,2023,87.01000214,,,,,,
Africa Western and Central,2023,61.02999878,,,,,,
Uruguay,2023,98.82549378,,,,,,
Sub-Saharan Africa (excluding high income),2023,68.44000244,,,,,,
Mongolia,2023,98.63999939,,,,,,
East Asia & Pacific,2023,96.48999786,,,,,,
Arab World,2023,78.62000275,,,,,,
United Arab Emirates,2023,98.05999756,,,,,,
Sub-Saharan Africa,2023,68.44000244,,,,,,
Pre-demographic dividend,2023,67.38999939,,,,,,
Early-demographic dividend,2023,81.68000031,,,,,,
Upper middle income,2023,96.04000092,,,,,,
Mauritius,2023,94.28777765,,,,,,
"Iran, Islamic Rep.",2023,88.91681611,,,,,,
Tonga,2023,99.48000336,,,,,,
Middle income,2023,87.55000305,,,,,,
Least developed countries: UN classification,2023,67.97000122,,,,,,
Azerbaijan,2023,99.77999878,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2023,68.44000244,,,,,,
World,2023,87.58000183,,,,,,
"Congo, Dem. Rep.",2023,68.5,,,,,,
South Asia,2023,77.56999969,,,,,,
Mexico,2023,95.83469017,,,,,,
IDA blend,2023,68.86000061,,,,,,
Bolivia,2023,95.55000305,,,,,,
IBRD only,2023,90.44000244,,,,,,
Bahrain,2023,97.84999847,,,,,,
Nauru,2023,96.58999634,,,,,,
Central Europe and the Baltics,2023,99.48999786,,,,,,
South Asia (IDA & IBRD),2023,77.56999969,,,,,,
Fragile and conflict affected situations,2023,67.47000122,,,,,,
Georgia,2023,99.55999756,,,,,,
Low & middle income,2023,85.44999695,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2023,94.75,,,,,,
Sri Lanka,2023,92.66000366,,,,,,
Latin America & Caribbean (excluding high income),2023,94.58000183,,,,,,
Brazil,2023,94.57254906,,,,,,
Lao PDR,2023,75.63999939,,,,,,
Africa Eastern and Southern,2023,73.37000275,,,,,,
Namibia,2023,87.63999939,,,,,,
Colombia,2023,95.4566255,,,,,,
Lower middle income,2023,77.77999878,,,,,,
Dominican Republic,2023,94.31237582,,,,,,
IDA only,2023,70.62000275,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2023,75.06999969,,,,,,
Panama,2023,96.08938714,,,,,,
Guatemala,2023,83.01957961,,,,,,
Europe & Central Asia (IDA & IBRD countries),2023,99.36000061,,,,,,
Jordan,2023,94.84999847,,,,,,
Burkina Faso,2023,41.567091,,,,,,
East Asia & Pacific (IDA & IBRD countries),2023,96.68000031,,,,,,
Latin America & Caribbean,2023,94.83000183,,,,,,
Senegal,2023,50.36000061,,,,,,
Tunisia,2023,86.25,,,,,,
IDA & IBRD total,2023,85.61000061,,,,,,
Albania,2023,97.68000031,,,,,,
Heavily indebted poor countries (HIPC),2024,66.62999725,,,,,,
IBRD only,2024,90.69000244,,,,,,
Africa Western and Central,2024,61.16999817,,,,,,
World,2024,87.73999786,,,,,,
South Africa,2024,91.15000153,,,,,,
Zambia,2024,71.76999664,,,,,,
IDA & IBRD total,2024,85.81999969,,,,,,
Peru,2024,93.66000366,,,,,,
Lower middle income,2024,78.27999878,,,,,,
Sri Lanka,2024,92.73999786,,,,,,
Africa Eastern and Southern,2024,73.69999695,,,,,,
Georgia,2024,99.68000031,,,,,,
Lesotho,2024,90.44999695,,,,,,
Mexico,2024,95.55000305,,,,,,
South Asia,2024,78.23000336,,,,,,
Saudi Arabia,2024,97.93000031,,,,,,
Europe & Central Asia (IDA & IBRD countries),2024,99.38999939,,,,,,
Colombia,2024,95.33999634,,,,,,
Jordan,2024,94.44000244,,,,,,
Cabo Verde,2024,88.47000122,,,,,,
East Asia & Pacific (IDA & IBRD countries),2024,96.80999756,,,,,,
IDA only,2024,70.91999817,,,,,,
Dominican Republic,2024,94.02999878,,,,,,
Middle income,2024,87.80000305,,,,,,
Ecuador,2024,93.48999786,,,,,,
Mali,2024,35.63000107,,,,,,
Small states,2024,88.01999664,,,,,,
East Asia & Pacific (excluding high income),2024,96.84999847,,,,,,
Early-demographic dividend,2024,82.09999847,,,,,,
Sub-Saharan Africa,2024,68.69000244,,,,,,
El Salvador,2024,89.76999664,,,,,,
East Asia & Pacific,2024,96.61000061,,,,,,
Mongolia,2024,98.63999939,,,,,,
Sub-Saharan Africa (excluding high income),2024,68.68000031,,,,,,
Europe & Central Asia (excluding high income),2024,99.01999664,,,,,,
India,2024,78.16253304,,,,,,
Nigeria,2024,70.41000366,,,,,,
Central Europe and the Baltics,2024,99.5,,,,,,
Fragile and conflict affected situations,2024,67.58000183,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2024,94.87999725,,,,,,
Low income,2024,63.56999969,,,,,,
Other small states,2024,87.12000275,,,,,,
Uruguay,2024,98.91000366,,,,,,
Arab World,2024,78.98999786,,,,,,
United Arab Emirates,2024,98.80999756,,,,,,
Upper middle income,2024,96.16999817,,,,,,
Pre-demographic dividend,2024,67.72000122,,,,,,
Honduras,2024,88.25,,,,,,
Least developed countries: UN classification,2024,68.31999969,,,,,,
IDA total,2024,70.05000305,,,,,,
Uganda,2024,77.04000092,,,,,,
Low & middle income,2024,85.66999817,,,,,,
Late-demographic dividend,2024,96.84999847,,,,,,
Guatemala,2024,82.11000061,,,,,,
Latin America & Caribbean,2024,94.94999695,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2024,68.69000244,,,,,,
Bahrain,2024,97.81999969,,,,,,
West Bank and Gaza,2024,97.93895412,,,,,,
IDA blend,2024,69.19000244,,,,,,
Bolivia,2024,96.73000336,,,,,,
South Asia (IDA & IBRD),2024,78.23000336,,,,,,
Brazil,2024,94.73999786,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",2024,75.58999634,,,,,,
Latin America & Caribbean (excluding high income),2024,94.70999908,,,,,,
Paraguay,2024,94.86000061,,,,,,
Panama,2024,96.22765332,,,,,,
